Hotels,Distance,District,Price,Rating,Stars,Comments,Link,Descriptions
B&B HOTEL Valencia Ciudad de las Ciencias,"a 2,8 km del centro","Quatre Carreres, Valencia",€ 327,"8,3",4 de 5,5.602 comentarios,https://www.booking.com/hotel/es/b-and-b-valencia.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=9224217_218407039_0_2_0&highlighted_blocks=9224217_218407039_0_2_0&matching_block_id=9224217_218407039_0_2_0&sr_pri_blocks=9224217_218407039_0_2_0__32700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel está situado a unos 1,5 km de la impresionante Ciudad de las Artes y las Ciencias de Valencia y ofrece habitaciones modernas y WiFi gratuita. La recepción está abierta las 24 horas.

Las habitaciones son modernas y tienen TV de pantalla plana. La calefacción central y el aire acondicionado están disponibles según la temporada. El baño privado cuenta con secador de pelo. Las habitaciones se limpian todos los días.

Todos los días se sirve un variado desayuno buffet. También hay un bar en el vestíbulo.

El B&B HOTEL Valencia Ciudad de las Ciencias se encuentra a 3 km del centro de Valencia y a 5 km de la playa de Las Arenas. Feria Valencia está a 20 minutos en coche y el hospital La Fe, a 800 metros."
SH Valencia Palace,"a 1,4 km del centro","El Pla del Real, Valencia",€ 738,"8,6",4 de 5,3.123 comentarios,https://www.booking.com/hotel/es/shhotelesvalenciapalace.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=9149721_365815339_0_42_0&highlighted_blocks=9149721_365815339_0_42_0&matching_block_id=9149721_365815339_0_42_0&sr_pri_blocks=9149721_365815339_0_42_0__73800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel elegante está situado frente al Palau de la Música, en Valencia, y ofrece piscina y terraza solárium en la azotea. El establecimiento ofrece habitaciones amplias con un diseño clásico y WiFi gratuita.

El SH Valencia se encuentra a 10 minutos en coche de la impresionante Ciudad de las Artes y las Ciencias. La playa de la Malvarrosa está a solo 3 km y el aeropuerto, a 25 km.

También hay un bar en el vestíbulo y una cafetería. El hotel sirve un desayuno buffet. Hay WiFi gratuita en las zonas comunes."
Original Domino House,"a 1,9 km del centro","Camins al Grau, Valencia",€ 356,"9,2",4 de 5,1.522 comentarios,https://www.booking.com/hotel/es/original-domino-house.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=543409112_199701893_2_0_0&highlighted_blocks=543409112_199701893_2_0_0&matching_block_id=543409112_199701893_2_0_0&sr_pri_blocks=543409112_199701893_2_0_0__35640&from=searchresults#hotelTmpl,"Original Domino House está en Valencia, a 16 min a pie de Jardín del Turia, y tiene salón de uso común, habitaciones libres de humo y wifi gratis en todo el alojamiento. El alojamiento está a unos 2 km de Jardines de Monforte, a 2,4 km de Estación de tren del Norte y a 2,7 km de Puerto de Valencia. Algunas habitaciones del alojamiento tienen un patio con vistas a la ciudad.

Todas las unidades de este alojamiento están equipadas con hervidor. Todas las habitaciones del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas de las habitaciones también cuentan con balcón. En el hostal o pensión, las habitaciones cuentan con ropa de cama y toallas.

Museo Nacional de Cerámica y Artes Santuarias González Martí está a 2,9 km del alojamiento, y Basílica de la Virgen de los Desamparados está a 3 km. El aeropuerto (Aeropuerto de Valencia) está a 11 km."
Calatrava by Alma Suites,"a 2,4 km del centro","Campanar, Valencia",€ 560,"9,4",4 de 5,165 comentarios,https://www.booking.com/hotel/es/calatrava-by-alma-suites.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=1030416903_379581068_2_0_0&highlighted_blocks=1030416903_379581068_2_0_0&matching_block_id=1030416903_379581068_2_0_0&sr_pri_blocks=1030416903_379581068_2_0_0__56000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Calatrava by Alma Suites se encuentra en Valencia, a 13 min a pie de Bioparc Valencia y a 3 km de Church of Saint Nicolás. Ofrece alojamiento con wifi gratis, aire acondicionado y acceso a un jardín.

El alojamiento está equipado con TV de pantalla plana y baño privado con ducha, bañeray secador de pelo. La cocina dispone de nevera, lavavajillas y microondas. También se ofrece tostadora y hervidor.

Basílica de la Virgen de los Desamparados está a 4,5 km del alojamiento, y Jardines de Monforte está a 4,5 km. El aeropuerto más cercano (Aeropuerto de Valencia) está a 6 km del alojamiento."
Ramirez Flats Valencia,"a 1,5 km del centro","El Pla del Real, Valencia",€ 675,"8,9",3 de 5,3.697 comentarios,https://www.booking.com/hotel/es/ramirez-flats-amp-bar.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=412452802_288736662_0_0_0&highlighted_blocks=412452802_288736662_0_0_0&matching_block_id=412452802_288736662_0_0_0&sr_pri_blocks=412452802_288736662_0_0_0__67500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El establecimiento Ramirez Flats Valencia tiene vistas a la ciudad y está ubicado en el distrito El Pla del Real de Valencia, a menos de 1 km de los jardines del Turia y a 17 minutos a pie del jardín de Monforte. Este establecimiento sostenible ofrece aparcamiento privado. El alojamiento cuenta con recepción 24 horas, servicio de enlace con el aeropuerto, ascensor y wifi gratuita.

Los alojamientos del aparthotel disponen de aire acondicionado, armario, cafetera, lavavajillas, horno, caja fuerte, TV de pantalla plana y baño privado con ducha a ras de suelo. La zona de cocina está equipada con microondas, tostadora, nevera y hervidor de agua. Los alojamientos del aparthotel incluyen ropa de cama y toallas.

Las visitas turísticas están al alcance de la mano. El aparthotel presta un servicio de alquiler de bicicletas.

Hay varios lugares de interés cerca del establecimiento Ramirez Flats Valencia, entre ellos la estación de tren del Norte, el Museo Nacional de Cerámica y Artes Suntuarias González Martí y la basílica de la Virgen de los Desamparados. El aeropuerto de Valencia, situado a 11 km, es el más cercano."
TTdSSa VLC Ramilletes Street Central Market,a 400 m del centro,"Ciutat Vella, Valencia",€ 577,"8,3",4 de 5,60 comentarios,https://www.booking.com/hotel/es/ramilletes-street.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=222613002_130112440_2_0_0&highlighted_blocks=222613002_130112440_2_0_0&matching_block_id=222613002_130112440_2_0_0&sr_pri_blocks=222613002_130112440_2_0_0__57700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"TTdSSa VLC Ramilletes Street Central Market ofrece alojamiento con aire acondicionado en el centro de Valencia, a menos de 1 km de Estación de tren del Norte, a 5 min a pie de Church of Saint Nicolás y a 1,3 km de Jardín del Turia. Hay wifi gratis.

El alojamiento está equipado con TV y baño privado con bidet, duchay secador de pelo. La cocina dispone de nevera, lavavajillas y horno. También se ofrece microondas, fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Museo Nacional de Cerámica y Artes Santuarias González Martí, Basílica de la Virgen de los Desamparados y Jardines de Monforte. El aeropuerto más cercano (Aeropuerto de Valencia) está a 8 km del alojamiento."
Habitación céntrica de Lujo Gv 1,"a 0,7 km del centro","Eixample, Valencia",€ 266,"9,0",5 de 5,3 comentarios externos,https://www.booking.com/hotel/es/habitacion-centrica-de-lujo-1.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=1136448501_386273309_2_0_0&highlighted_blocks=1136448501_386273309_2_0_0&matching_block_id=1136448501_386273309_2_0_0&sr_pri_blocks=1136448501_386273309_2_0_0__26578&from=searchresults#hotelTmpl,"Habitación céntrica de Lujo Gv 1 se encuentra en Valencia, a menos de 1 km de Estación de tren del Norte y a 10 min a pie de Jardín del Turia, y ofrece wifi gratis, terraza y aire acondicionado. Esta habitación en casa particular está a 19 min a pie de Church of Saint Nicolás y a 3,6 km de Oceanográfico.

Hay toallas y ropa de cama en la habitación en casa particular.

Cerca del alojamiento hay puntos de interés como Museo Nacional de Cerámica y Artes Santuarias González Martí, Basílica de la Virgen de los Desamparados y Jardines de Monforte. El aeropuerto más cercano (Aeropuerto de Valencia) está a 9 km del alojamiento."
Blanq Carmen Hotel,"a 1,1 km del centro","Ciutat Vella, Valencia",€ 622,"8,6",3 de 5,2.071 comentarios,https://www.booking.com/hotel/es/del-carmen-valencia.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=9706919_329404873_2_2_0&highlighted_blocks=9706919_329404873_2_2_0&matching_block_id=9706919_329404873_2_2_0&sr_pri_blocks=9706919_329404873_2_2_0__62160&from=searchresults#hotelTmpl,"El Blanq Carmen Hotel se encuentra en el centro histórico de Valencia, a solo 25 metros de las Torres de Serranos, en un edificio histórico que aún conserva su fachada original. Hay WiFi gratuita. 

Todas las habitaciones cuentan con aire acondicionado, TV vía satélite y zona de estar. Tienen baño privado con secador de pelo y artículos de aseo gratuitos.

El hotel dispone de terraza de temporada en la azotea, equipada con una piscina pequeña.

El Blanq Carmen Hotel se encuentra a solo 2 minutos a pie de la catedral y del campanario Miguelete. El mercado central, la Lonja de la Seda y una de las zonas financieras y comerciales más importantes quedan a 5 minutos."
Neobeds - NEW ! Amazing charming Cosy 1BR Apt Valencia,"a 1,5 km del centro","La Saïdia, Valencia",€ 411,"7,6",4 de 5,72 comentarios,https://www.booking.com/hotel/es/neobeds-new-amazing-charming-cosy-1br-apt-valencia.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=900603903_360735044_2_0_0&highlighted_blocks=900603903_360735044_2_0_0&matching_block_id=900603903_360735044_2_0_0&sr_pri_blocks=900603903_360735044_2_0_0__41050&from=searchresults#hotelTmpl,"Neobeds - NEW! Amazing charming Cosy 1BR Apt Valencia está en Valencia, a 15 min a pie de Jardines de Monforte y a 1 km de Church of Saint Nicolás, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También hay nevera, lavavajillas y fogones, además de cafetera.

Cerca del alojamiento hay puntos de interés como Basílica de la Virgen de los Desamparados, Jardín del Turia y Museo Nacional de Cerámica y Artes Santuarias González Martí. El aeropuerto más cercano (Aeropuerto de Valencia) está a 9 km."
Hospes Palau de La Mar,"a 0,9 km del centro","Eixample, Valencia",€ 803,"8,7",3 de 5,1.833 comentarios,https://www.booking.com/hotel/es/hospes-palau-de-la-mar.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=9382301_261239624_2_42_0&highlighted_blocks=9382301_261239624_2_42_0&matching_block_id=9382301_261239624_2_42_0&sr_pri_blocks=9382301_261239624_2_42_0__80325&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Hospes Palau de La Mar ocupa un edificio del siglo XIX y ofrece un impresionante vestíbulo, un spa y un restaurante. Se encuentra en el distrito del Eixample Noble, en Valencia, a 15 minutos a pie de la estación de tren AVE de la ciudad.

El Hospes Palau de la Mar dispone de habitaciones elegantes y modernas con cama grande y baño de mármol.

Hay conexión Wi-Fi en las habitaciones y en las zonas comunes. Cuenta con un patio interior y un restaurante gourmet que sirve pescado fresco y platos tradicionales elaborados con productos de la zona.

El spa del Palau de la Mar tiene 3 salas de masajes y de tratamientos, bañera de hidromasaje, sauna, baño turco y un gimnasio pequeño.

El Hospes Palau está a 10 minutos a pie de la catedral de Valencia y del centro histórico y a 2 km de la Ciudad de las Artes y las Ciencias. Está bien comunicado con la Lonja, declarada Patrimonio Mundial por la UNESCO."
Patacona Resort Apartments Primera Linea,"a 5,1 km del centro","Ciutat Vella, Valencia",€ 401,"9,4",4 de 5,798 comentarios,https://www.booking.com/hotel/es/patacona-resort-apartments.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=18978229_364624646_2_0_0&highlighted_blocks=18978229_364624646_2_0_0&matching_block_id=18978229_364624646_2_0_0&sr_pri_blocks=18978229_364624646_2_0_0__40128&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Estos modernos apartamentos están junto a la playa Patacona, a unos 5 km del centro de la ciudad de Valencia. Ofrecen una piscina al aire libre, magníficas instalaciones deportivas y zona con conexión a Wi-Fi gratuita.

Los amplios apartamentos del Patacona Resort están equipados con cocina completa, baño y zona de estar con TV. Todos incluyen aire acondicionado y una terraza privada con vistas al mar Mediterráneo.

Este complejo de apartamentos cuenta con pistas de tenis, gimnasio, minigolf y un restaurante cafetería que abre sólo para los huéspedes de los apartamentos.

Los apartamentos del Patacona se encuentran cerca de las autopistas E-15 y V-21 y están bien comunicados con el centro de la ciudad en transporte público. El establecimiento está a menos de 2 km de la localidad de Alboraya y ofrece aparcamiento privado vigilado."
Blanq Comedias,a 450 m del centro,"Poblados marítimos, Valencia",€ 627,"9,1",3 de 5,1.663 comentarios,https://www.booking.com/hotel/es/blanq-comedias.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=492200201_285721758_0_0_0&highlighted_blocks=492200201_285721758_0_0_0&matching_block_id=492200201_285721758_0_0_0&sr_pri_blocks=492200201_285721758_0_0_0__62720&from=searchresults#hotelTmpl,"Blanq Comedias ofrece wifi gratis en todo el alojamiento y vistas a la ciudad en Valencia. Cerca hay lugares de interés populares como Basílica de la Virgen de los Desamparados, Jardín del Turia y Estación de tren del Norte. El alojamiento está a 500 metros del centro de la ciudad y a 2 min a pie de Museo Nacional de Cerámica y Artes Santuarias González Martí.

El hostal o pensión ofrece habitaciones con aire acondicionado, armario, cafetera, caja fuerte, TV de pantalla plana y baño privado con ducha. En Blanq Comedias, todas las habitaciones tienen ropa de cama y toallas.

En la recepción 24 horas se hablan varios idiomas, como inglés, español y francés.

Cerca del alojamiento hay puntos de interés como Jardines de Monforte, Church of Saint Nicolás y Plaza del Ayuntamiento. El aeropuerto (Aeropuerto de Valencia) está a 9 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
La Reina Beach rooms,"a 4,2 km del centro","Rascanya, Valencia",€ 286,"8,6",1 de 5,41 comentarios,https://www.booking.com/hotel/es/la-reina-beach-rooms.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aqr6-a0GwAIB0gIkYTVjYzkwNmQtMDE2ZC00MDE1LWJkYTQtNzg0NWYxM2I1MWQ02AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-09&checkout=2024-02-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=3fe47d9e972f0551&srepoch=1706982757&all_sr_blocks=1104249503_383248158_0_0_0&highlighted_blocks=1104249503_383248158_0_0_0&matching_block_id=1104249503_383248158_0_0_0&sr_pri_blocks=1104249503_383248158_0_0_0__28600&from=searchresults#hotelTmpl,"La Reina Beach rooms ofrece terraza y wifi gratis. Ofrece alojamiento con una buena ubicación en Valencia, a poca distancia de Playa de las Arenas, Playa de la Malvarrosa y Playa de Patacona.

Se ofrece patio con vistas a la ciudad, TV de pantalla plana por cable y aire acondicionado en algunas unidades.

Puerto de Valencia está a 1,8 km del alojamiento, y Jardín del Turia está a 4,6 km. El aeropuerto más cercano (Aeropuerto de Valencia) está a 13 km."
